Date(MM/DD/YYYY),Hour,Solar Radiance(w/m^2),Temperature(C),Solar Power(kW)
6/4/2017,22,-4.4669,34.1157,0
6/4/2017,23,-4.3172,33.279,0
6/5/2017,0,-4.1423,32.7787,0
6/5/2017,1,-3.8952,31.3532,0
6/5/2017,2,-4.1478,30.3845,0
6/5/2017,3,-4.2588,29.35,0
6/5/2017,4,-4.1159,28.521,0
6/5/2017,5,13.7041,27.9612,3.375299274
6/5/2017,6,166.6574,28.095,41.01959418
6/5/2017,7,376.4708,29.0438,92.21473422
6/5/2017,8,577.8614,30.5647,140.4458183
6/5/2017,9,766.2767,32.0375,184.8283347
6/5/2017,10,911.041,33.491,218.0906886
6/5/2017,11,1015.3813,35.606,240.3839074
6/5/2017,12,1049.8837,36.5525,247.3099482
6/5/2017,13,1019.7075,37.5225,238.965266
6/5/2017,14,938.5606,37.8025,219.6202474
6/5/2017,15,801.3271,38.0478,187.2623303
6/5/2017,16,631.1309,38.0652,147.4754107
6/5/2017,17,432.7478,37.9327,101.1912032
6/5/2017,18,219.652,37.4053,51.50693881
6/5/2017,19,37.7423,36.7573,8.88089057
6/5/2017,20,-4.8824,36.1758,0
6/5/2017,21,-5.0139,35.3413,0
6/5/2017,22,-4.7789,33.0867,0
6/5/2017,23,-4.5856,32.3257,0
6/6/2017,0,-3.9534,31.1937,0
6/6/2017,1,-4.0247,29.8535,0
6/6/2017,2,-3.8956,30.0725,0
6/6/2017,3,-4.1828,28.7142,0
6/6/2017,4,-3.3797,27.5018,0
6/6/2017,5,13.3673,26.8993,3.310089359
6/6/2017,6,156.969,28.23,38.60848766
6/6/2017,7,363.3442,29.6063,88.74395951
6/6/2017,8,562.6291,31.2775,136.2423948
6/6/2017,9,748.308,32.8305,179.7524678
6/6/2017,10,891.566,34.3533,212.4676447
6/6/2017,11,961.1216,35.7905,227.3166717
6/6/2017,12,978.7625,36.8148,230.235771
6/6/2017,13,943.0922,38.2428,220.1615733
6/6/2017,14,901.1119,38.7415,209.7996885
6/6/2017,15,723.9356,38.7607,168.5315742
6/6/2017,16,589.0586,38.9713,136.977257
6/6/2017,17,409.062,38.7853,95.21669701
6/6/2017,18,192.2417,38.228,44.88170849
6/6/2017,19,37.9294,37.3067,8.898867816
6/6/2017,20,-4.9829,35.8583,0
6/6/2017,21,-5.685,34.3378,0
6/6/2017,22,-5.3529,33.0077,0
6/6/2017,23,-4.9953,31.5052,0
6/7/2017,0,-4.4836,31.1947,0
6/7/2017,1,-4.1449,29.5525,0
6/7/2017,2,-4.182,28.508,0
6/7/2017,3,-4.385,27.4957,0
6/7/2017,4,-3.6585,26.5765,0
6/7/2017,5,17.0912,25.791,4.255901076
6/7/2017,6,157.3572,27.3592,38.87525362
6/7/2017,7,369.7881,28.7135,90.73051486
6/7/2017,8,586.831,30.1653,142.9188023
6/7/2017,9,745.3407,31.1983,180.5603684
6/7/2017,10,899.2272,33.3845,215.3823369
6/7/2017,11,975.0369,34.3968,232.3064416
6/7/2017,12,1005.8737,34.9373,238.9738391
6/7/2017,13,1042.4575,36.1845,246.0401676
6/7/2017,14,916.8031,37.0778,215.3595694
6/7/2017,15,794.553,37.7375,185.9874765
6/7/2017,16,618.3951,38.1123,144.4630474
6/7/2017,17,437.5233,38.1105,102.2106385
6/7/2017,18,222.3569,37.5342,52.10539268
6/7/2017,19,41.551,36.523,9.789259784
6/7/2017,20,-4.979,35.127,0
6/7/2017,21,-4.9165,33.9178,0
6/7/2017,22,-4.4892,32.5023,0
6/7/2017,23,-4.4205,31.3718,0
6/8/2017,0,-4.6281,30.6243,0
6/8/2017,1,-4.2599,29.6698,0
6/8/2017,2,-4.3509,29.0597,0
6/8/2017,3,-4.2443,27.7935,0
6/8/2017,4,-3.8338,27.4643,0
6/8/2017,5,14.1896,26.6895,3.517433339
6/8/2017,6,79.5351,27.3967,19.64549778
6/8/2017,7,307.9463,27.4762,76.03340421
6/8/2017,8,428.9429,28.8812,105.1547085
6/8/2017,9,560.427,29.7362,136.7888821
6/8/2017,10,706.7884,30.8915,171.4920452
6/8/2017,11,806.7753,32.4837,194.1467446
6/8/2017,12,806.9693,34.1368,192.5259286
6/8/2017,13,949.521,35.4005,225.0358835
6/8/2017,14,677.313,35.91,160.091394
6/8/2017,15,795.2777,36.5288,187.3586781
6/8/2017,16,628.6926,36.7082,147.9720766
6/8/2017,17,290.3317,35.863,68.64058343
6/8/2017,18,118.1849,35.105,28.05340198
6/8/2017,19,22.6615,34.4505,5.397671868
6/8/2017,20,-3.6154,33.695,0
6/8/2017,21,-4.7829,32.4713,0
6/8/2017,22,-4.5829,30.9602,0
6/8/2017,23,-4.3731,30.0888,0
6/9/2017,0,-4.4887,29.1858,0
6/9/2017,1,-4.2226,28.3558,0
6/9/2017,2,-3.7399,27.3373,0
6/9/2017,3,-3.6551,26.5203,0
6/9/2017,4,-3.4485,25.73,0
6/9/2017,5,16.7315,25.1473,4.179794313
6/9/2017,6,166.559,25.4582,41.54435333
6/9/2017,7,375.8595,27.083,92.98623083
6/9/2017,8,583.2278,28.2842,143.4126541
6/9/2017,9,765.7396,29.505,187.1228289
6/9/2017,10,913.9023,31.0232,221.5948046
6/9/2017,11,993.2149,32.0805,239.5131524
6/9/2017,12,1033.7893,32.4813,248.7797151
6/9/2017,13,1012.8344,32.7455,243.4024639
6/9/2017,14,938.5404,33.6403,224.4985117
6/9/2017,15,808.5477,34.1712,192.8677342
6/9/2017,16,639.2718,34.3562,152.3415065
6/9/2017,17,445.4304,34.471,106.0842609
6/9/2017,18,225.2842,34.1295,53.75013487
6/9/2017,19,39.2578,33.023,9.420743338
6/9/2017,20,-3.3007,31.7372,0
6/9/2017,21,-3.5059,30.823,0
6/9/2017,22,-3.765,29.9505,0
6/9/2017,23,-3.5797,28.794,0
6/10/2017,0,-2.6095,27.5028,0
6/10/2017,1,-2.6703,26.7323,0
6/10/2017,2,-3.1204,25.2585,0
6/10/2017,3,-3.1095,24.4382,0
6/10/2017,4,-2.8072,23.7798,0
6/10/2017,5,17.2503,23.2928,4.34938714
6/10/2017,6,169.7543,23.5933,42.73706672
6/10/2017,7,383.5865,24.3513,96.2076657
6/10/2017,8,589.4935,25.559,146.9614664
6/10/2017,9,771.9548,27.1952,190.870456
6/10/2017,10,914.1577,29.1855,223.7566662
6/10/2017,11,1011.8437,30.2573,246.3114676
6/10/2017,12,1056.4557,30.5348,256.8048362
6/10/2017,13,915.415,31.6115,221.2884172
6/10/2017,14,783.4069,32.2548,188.7473995
6/10/2017,15,451.685,32.0882,108.919208
6/10/2017,16,308.689,31.827,74.53797525
6/10/2017,17,177.5189,31.6265,42.90931376
6/10/2017,18,100.4469,31.1693,24.33711617
6/10/2017,19,64.4801,30.686,15.66173269
6/10/2017,20,-0.3864,29.4558,0
6/10/2017,21,-3.1598,28.3413,0
6/10/2017,22,-3.7827,27.3525,0
6/10/2017,23,-3.3585,26.4352,0
6/11/2017,0,-3.1803,25.5793,0
6/11/2017,1,-3.4474,24.6987,0
6/11/2017,2,-3.2434,23.6565,0
6/11/2017,3,-3.5457,22.9883,0
6/11/2017,4,-3.1254,22.4352,0
6/11/2017,5,17.9734,22.0238,4.560215541
6/11/2017,6,174.3388,21.9977,44.23897172
6/11/2017,7,393.5009,22.9008,99.40777136
6/11/2017,8,600.0935,24.3787,150.4894226
6/11/2017,9,789.7311,26.4082,196.0426508
6/11/2017,10,936.6542,27.6503,231.0605317
6/11/2017,11,1030.014,28.5227,252.9679621
6/11/2017,12,1061.3912,29.1427,259.8515183
6/11/2017,13,1046.7855,29.42,255.9128851
6/11/2017,14,967.8512,29.7622,236.2014238
6/11/2017,15,839.133,30.2202,204.3076974
6/11/2017,16,656.593,30.3615,159.7478458
6/11/2017,17,452.4992,30.1578,110.2074245
6/11/2017,18,227.2154,28.5623,55.79208823
6/11/2017,19,40.4376,26.5483,10.03113808
6/11/2017,20,-1.7118,24.5178,0
6/11/2017,21,-2.1866,22.84,0
6/11/2017,22,-2.3507,21.654,0
6/11/2017,23,-3.003,19.887,0
6/12/2017,0,-2.8614,18.9365,0
6/12/2017,1,-3.0992,17.845,0
6/12/2017,2,-3.1257,17.2073,0
6/12/2017,3,-3.2589,16.6977,0
6/12/2017,4,-3.3392,16.195,0
6/12/2017,5,17.4494,15.536,4.568776402
6/12/2017,6,171.3266,15.7343,44.8159761
6/12/2017,7,389.3425,16.5002,101.4722917
6/12/2017,8,596.0603,17.7618,154.4080796
6/12/2017,9,784.6509,18.4618,202.5754806
6/12/2017,10,923.7014,19.8587,236.8616325
6/12/2017,11,1024.0398,20.7685,261.4264805
6/12/2017,12,1059.7833,21.8532,269.1144826
6/12/2017,13,1041.8298,23.2752,262.703635
6/12/2017,14,963.1987,24.3582,241.5724012
6/12/2017,15,828.3238,25.2993,206.7710534
6/12/2017,16,656.7025,25.9918,163.3614781
6/12/2017,17,452.5955,26.3818,112.3671294
6/12/2017,18,236.3787,26.2155,58.73552711
6/12/2017,19,41.2288,25.9103,10.26028678
6/12/2017,20,-3.7251,25.2333,0
6/12/2017,21,-4.2338,24.6983,0
6/12/2017,22,-4.264,23.8298,0
6/12/2017,23,-4.4073,23.1203,0
6/13/2017,0,-4.4223,22.3318,0
6/13/2017,1,-4.354,21.4358,0
6/13/2017,2,-4.2248,20.5673,0
6/13/2017,3,-3.6536,20.636,0
6/13/2017,4,-3.0034,20.0812,0
6/13/2017,5,17.1038,19.8507,4.386040747
6/13/2017,6,169.6477,20.0078,43.47056906
6/13/2017,7,382.3008,20.6797,97.63976768
6/13/2017,8,583.0998,22.2798,147.7576351
6/13/2017,9,771.3529,24.0313,193.7722369
6/13/2017,10,915.8794,25.1345,228.8158678
6/13/2017,11,1014.0245,26.2992,251.8593492
6/13/2017,12,1053.1235,27.1225,260.4868067
6/13/2017,13,1031.4924,28.1988,253.7486776
6/13/2017,14,948.5741,29.6082,231.679501
6/13/2017,15,817.311,30.8305,198.3710853
6/13/2017,16,649.7382,31.6557,157.0289718
6/13/2017,17,448.3044,32.03,108.1366251
6/13/2017,18,233.1292,32.0593,56.2251388
6/13/2017,19,40.3693,31.2773,9.775562241
6/13/2017,20,-4.4657,30.0653,0
6/13/2017,21,-4.3871,29.1925,0
6/13/2017,22,-4.9465,27.8848,0
6/13/2017,23,-4.4994,26.8533,0
6/14/2017,0,-4.4469,26.0572,0
6/14/2017,1,-4.2624,25.0757,0
6/14/2017,2,-4.2913,23.4625,0
6/14/2017,3,-4.2376,22.8692,0
6/14/2017,4,-3.5452,22.3468,0
6/14/2017,5,16.7886,22.1842,4.256241675
6/14/2017,6,172.1714,23.714,43.31961553
6/14/2017,7,386.3842,25.3992,96.40324428
6/14/2017,8,589.2726,26.9922,145.8507139
6/14/2017,9,773.5902,28.1115,190.3887676
6/14/2017,10,918.0013,29.5863,224.2375383
6/14/2017,11,1014.2784,30.7635,246.2623581
6/14/2017,12,1053.4137,32.1133,253.9868654
6/14/2017,13,1034.683,33.1973,248.0687413
6/14/2017,14,953.9744,33.9247,227.8511808
6/14/2017,15,817.3179,35.3072,193.7991512
6/14/2017,16,647.6913,36.1183,152.9212923
6/14/2017,17,448.862,36.7105,105.6450019
6/14/2017,18,234.4381,36.6822,55.18608404
6/14/2017,19,41.8882,35.8543,9.903716138
6/14/2017,20,-4.5793,34.6285,0
6/14/2017,21,-5.4115,33.331,0
6/14/2017,22,-4.4023,32.4075,0
6/14/2017,23,-4.5903,31.6195,0
6/15/2017,0,-4.5948,29.7878,0
6/15/2017,1,-4.3411,28.2892,0
6/15/2017,2,-3.9657,26.9693,0
6/15/2017,3,-3.8861,25.7368,0
6/15/2017,4,-3.0147,25.8385,0
6/15/2017,5,17.1067,25.3843,4.268457369
6/15/2017,6,170.3513,26.424,42.28459969
6/15/2017,7,382.0211,27.876,94.13190915
6/15/2017,8,583.8596,29.4952,142.6841929
6/15/2017,9,766.6742,30.8353,186.0763326
6/15/2017,10,908.7408,32.8665,218.2494381
6/15/2017,11,999.5056,34.7258,237.7251605
6/15/2017,12,1041.5493,36.3007,245.6745298
6/15/2017,13,1025.9604,37.7377,240.1546303
6/15/2017,14,949.5746,38.7477,221.0755666
6/15/2017,15,820.1611,39.8512,189.8148043
6/15/2017,16,647.7639,40.067,149.7411516
6/15/2017,17,450.3616,40.05,104.1179724
6/15/2017,18,234.777,39.7975,54.35160918
6/15/2017,19,40.6605,38.6963,9.469001992
6/15/2017,20,-4.99,37.3363,0
6/15/2017,21,-5.0753,35.9572,0
6/15/2017,22,-5.1016,34.3028,0
6/15/2017,23,-5.3567,32.9683,0
6/16/2017,0,-4.9433,31.3407,0
6/16/2017,1,-4.7757,30.4735,0
6/16/2017,2,-4.4802,30.119,0
6/16/2017,3,-4.0159,28.9125,0
6/16/2017,4,-4.185,28.0872,0
6/16/2017,5,15.2845,28.1257,3.761406548
6/16/2017,6,165.7879,28.2153,40.78065271
6/16/2017,7,378.5213,29.8795,92.32158165
6/16/2017,8,582.8586,31.7557,140.7926277
6/16/2017,9,760.9107,33.685,181.9670382
6/16/2017,10,913.4227,35.3333,216.5573365
6/16/2017,11,1002.9147,36.951,235.746383
6/16/2017,12,1037.753,38.2187,242.291068
6/16/2017,13,1021.4904,39.3188,237.0894541
6/16/2017,14,942.4256,39.9208,218.0292201
6/16/2017,15,806.2726,40.6458,185.7996752
6/16/2017,16,642.421,41.1187,147.6615108
6/16/2017,17,446.7162,41.2888,102.5834615
6/16/2017,18,232.4365,41.2735,53.38093077
6/16/2017,19,39.9141,40.2825,9.216040958
6/16/2017,20,-5.2481,39.057,0
6/16/2017,21,-5.6393,37.9553,0
6/16/2017,22,-5.7424,35.903,0
6/16/2017,23,-5.4778,34.378,0
6/17/2017,0,-5.1334,32.7095,0
6/17/2017,1,-4.6974,32.541,0
6/17/2017,2,-4.8449,31.2962,0
6/17/2017,3,-4.5301,31.1942,0
6/17/2017,4,-4.2685,29.7367,0
6/17/2017,5,13.8715,28.3443,3.409886928
6/17/2017,6,161.9159,29.8487,39.49762297
6/17/2017,7,372.279,31.2805,90.14712718
6/17/2017,8,575.9685,32.9708,138.2534629
6/17/2017,9,756.1668,34.897,179.6869715
6/17/2017,10,895.6883,36.5748,210.9628088
6/17/2017,11,986.6493,37.9995,230.6298905
6/17/2017,12,1024.8763,39.377,237.8007668
6/17/2017,13,1006.6018,40.6437,231.9667293
6/17/2017,14,922.3622,41.6577,211.385009
6/17/2017,15,800.7658,42.1927,182.9822923
6/17/2017,16,636.3319,42.5165,145.1500903
6/17/2017,17,436.914,42.85,99.47985638
6/17/2017,18,226.4146,42.6852,51.59841565
6/17/2017,19,38.487,41.7642,8.815245293
6/17/2017,20,-5.1942,40.0897,0
6/17/2017,21,-5.2458,38.6762,0
6/17/2017,22,-5.0876,36.8862,0
6/17/2017,23,-4.7888,35.9018,0
6/18/2017,0,-4.511,35.3975,0
6/18/2017,1,-4.5996,33.8092,0
6/18/2017,2,-3.8881,33.066,0
6/18/2017,3,-3.3219,31.8733,0
6/18/2017,4,-2.8904,32.5957,0
6/18/2017,5,8.9596,31.7797,2.16397075
6/18/2017,6,152.3876,32.7298,36.62449291
6/18/2017,7,345.6611,34.1097,82.47918885
6/18/2017,8,553.8346,35.2445,131.3664518
6/18/2017,9,731.4726,36.333,172.5059263
6/18/2017,10,871.9911,37.2797,204.6130386
6/18/2017,11,969.0294,38.6057,225.7769459
6/18/2017,12,1004.032,39.5862,232.7017356
6/18/2017,13,984.5457,40.7092,226.8033934
6/18/2017,14,905.3573,41.6163,207.5347144
6/18/2017,15,779.2786,42.6037,177.6719166
6/18/2017,16,617.632,43.2527,140.3161855
6/18/2017,17,422.2688,43.7072,95.69286638
6/18/2017,18,215.9799,43.6473,48.96067251
6/18/2017,19,36.5984,42.901,8.330665052
6/18/2017,20,-4.1057,41.8385,0
6/18/2017,21,-4.5422,40.9712,0
6/18/2017,22,-4.4124,39.3688,0
6/18/2017,23,-3.3873,37.9858,0
6/19/2017,0,-4.4708,36.9878,0
6/19/2017,1,-4.0908,36.2152,0
6/19/2017,2,-3.8616,35.428,0
6/19/2017,3,-4.3342,35.204,0
6/19/2017,4,-4.2535,33.5197,0
6/19/2017,5,14.6749,33.3468,3.515614431
6/19/2017,6,151.969,34.081,36.26721189
6/19/2017,7,343.6834,34.3797,81.89129102
6/19/2017,8,538.4749,36.194,127.084115
6/19/2017,9,713.5342,37.583,167.160549
6/19/2017,10,870.0786,39.2147,202.0597672
6/19/2017,11,963.3096,40.3373,222.3591896
6/19/2017,12,993.8962,41.6533,227.7844855
6/19/2017,13,968.9784,42.792,220.6945204
6/19/2017,14,901.5861,43.779,204.2329183
6/19/2017,15,778.3251,44.6553,175.4585083
6/19/2017,16,568.7905,45.3128,127.7554654
6/19/2017,17,209.1458,44.2147,47.26310775
6/19/2017,18,113.0275,43.4562,25.64930232
6/19/2017,19,38.9882,42.1058,8.913394561
6/19/2017,20,-2.9851,41.256,0
6/19/2017,21,-4.1846,40.8333,0
6/19/2017,22,-3.4553,40.046,0
6/19/2017,23,-4.3964,38.974,0
6/20/2017,0,-4.4232,37.0873,0
6/20/2017,1,-4.1989,35.6172,0
6/20/2017,2,-4.3588,35.2305,0
6/20/2017,3,-4.2781,34.7728,0
6/20/2017,4,-3.9991,34.1778,0
6/20/2017,5,13.6305,32.5872,3.278353338
6/20/2017,6,137.0693,33.6497,32.78531459
6/20/2017,7,329.3839,34.7617,78.32679148
6/20/2017,8,531.0674,36.8423,124.9055257
6/20/2017,9,710.5128,38.0037,166.0790809
6/20/2017,10,854.1874,39.7055,197.845284
6/20/2017,11,947.3074,41.0448,217.8276528
6/20/2017,12,984.0329,42.5817,224.382011
6/20/2017,13,969.2427,43.8485,219.4747112
6/20/2017,14,900.2032,45.0273,202.5150006
6/20/2017,15,762.8186,45.6818,170.9840728
6/20/2017,16,623.3556,46.0345,139.4489333
6/20/2017,17,417.6289,45.6902,93.60619317
6/20/2017,18,209.4515,45.1462,47.08831024
6/20/2017,19,34.8487,44.066,7.881643357
6/20/2017,20,-5.2941,42.774,0
6/20/2017,21,-5.2636,41.279,0
6/20/2017,22,-5.1338,38.8565,0
6/20/2017,23,-4.8675,38.5592,0
6/21/2017,0,-4.9076,38.5608,0
6/21/2017,1,-4.8933,37.3593,0
6/21/2017,2,-4.8667,35.8345,0
6/21/2017,3,-4.8662,34.7833,0
6/21/2017,4,-4.9167,33.5292,0
6/21/2017,5,11.5333,32.6453,2.773105577
6/21/2017,6,143.5684,32.6315,34.52254719
6/21/2017,7,349.9853,34.7045,83.25078457
6/21/2017,8,551.3662,36.7918,129.7145501
6/21/2017,9,741.7878,38.5195,172.9111998
6/21/2017,10,900.225,39.9587,208.2235054
6/21/2017,11,996.4044,41.0398,229.1234409
6/21/2017,12,1016.7945,41.647,233.0404024
6/21/2017,13,996.5216,42.5188,227.3080717
6/21/2017,14,927.4015,43.5288,210.3708289
6/21/2017,15,799.0864,44.023,180.7703243
6/21/2017,16,626.5504,43.9043,141.8319791
6/21/2017,17,442.2079,43.6382,100.2495259
6/21/2017,18,238.4072,43.014,54.23346587
6/21/2017,19,46.9695,42.1602,10.73486748
6/21/2017,20,-4.788,41.1588,0
6/21/2017,21,-6.2103,39.8448,0
6/21/2017,22,-5.2997,38.8483,0
6/21/2017,23,-4.9769,36.5362,0
6/22/2017,0,-5.0836,35.687,0
6/22/2017,1,-4.8302,34.9757,0
6/22/2017,2,-4.7218,34.6035,0
6/22/2017,3,-4.6945,33.5998,0
6/22/2017,4,-3.8341,31.8203,0
6/22/2017,5,13.3084,30.6492,3.233122733
6/22/2017,6,159.0856,31.6638,38.44625672
6/22/2017,7,366.636,33.5488,87.7411277
6/22/2017,8,575.284,35.6127,136.1893544
6/22/2017,9,751.9466,37.205,176.5147647
6/22/2017,10,887.6534,38.565,206.862077
6/22/2017,11,987.1462,39.6367,228.7258465
6/22/2017,12,1034.3092,41.1373,237.7136027
6/22/2017,13,1008.6003,42.4158,230.1930986
6/22/2017,14,938.5425,43.8717,212.4957594
6/22/2017,15,824.2355,44.354,186.1185577
6/22/2017,16,655.0962,44.3527,147.9266997
6/22/2017,17,449.5229,44.1823,101.6021211
6/22/2017,18,237.1839,43.663,53.76277109
6/22/2017,19,44.8987,42.8145,10.22486514
6/22/2017,20,-5.0316,41.7485,0
6/22/2017,21,-5.2341,41.0853,0
6/22/2017,22,-4.9902,40.0763,0
6/22/2017,23,-4.9721,38.6243,0
6/23/2017,0,-4.8288,37.5232,0
6/23/2017,1,-4.823,36.9325,0
6/23/2017,2,-4.677,36.0835,0
6/23/2017,3,-3.8965,34.7385,0
6/23/2017,4,-3.5337,33.9848,0
6/23/2017,5,13.2476,34.1133,3.160988309
6/23/2017,6,149.3324,34.1868,35.61824138
6/23/2017,7,355.1856,34.9013,84.40040102
6/23/2017,8,557.6799,36.2182,131.5997692
6/23/2017,9,739.5101,36.9917,173.7925459
6/23/2017,10,873.4452,38.3003,203.839946
6/23/2017,11,967.463,39.3438,224.5193803
6/23/2017,12,1003.5614,40.1628,231.869349
6/23/2017,13,975.0875,41.3398,223.8559566
6/23/2017,14,902.0793,42.4668,205.8242766
6/23/2017,15,776.0986,43.3177,176.2542233
6/23/2017,16,603.4788,44.2548,136.3448705
6/23/2017,17,412.4819,44.4237,93.10556915
6/23/2017,18,208.597,44.4012,47.09045985
6/23/2017,19,36.468,43.2648,8.284399092
6/23/2017,20,-4.7237,42.4983,0
6/23/2017,21,-5.4344,41.468,0
6/23/2017,22,-5.2916,40.4057,0
6/23/2017,23,-5.4241,37.7213,0
6/24/2017,0,-4.657,37.3215,0
6/24/2017,1,-4.6635,36.1687,0
6/24/2017,2,-3.699,34.8352,0
6/24/2017,3,-3.9331,33.9698,0
6/24/2017,4,-3.9803,32.953,0
6/24/2017,5,14.244,33.3615,3.412123493
6/24/2017,6,151.8759,34.1493,36.23202729
6/24/2017,7,359.4959,35.3313,85.23140001
6/24/2017,8,561.6449,36.4787,132.3525334
6/24/2017,9,738.0197,37.4942,172.9787178
6/24/2017,10,875.109,38.8642,203.6113923
6/24/2017,11,977.802,40.2915,225.7604259
6/24/2017,12,1024.293,41.3442,235.1466879
6/24/2017,13,991.0065,42.2765,226.3502203
6/24/2017,14,805.5488,43.123,183.1384989
6/24/2017,15,797.012,44.0318,180.2922838
6/24/2017,16,627.912,44.298,141.8311928
6/24/2017,17,428.3249,44.512,96.63438069
6/24/2017,18,209.2464,44.0523,47.32831852
6/24/2017,19,29.7406,42.9073,6.769432692
6/24/2017,20,-4.6984,41.6833,0
6/24/2017,21,-4.927,40.4457,0
6/24/2017,22,-4.6417,39.9932,0
6/24/2017,23,-4.6419,39.5607,0
6/25/2017,0,-4.8734,37.723,0
6/25/2017,1,-3.7257,36.4762,0
6/25/2017,2,-3.3239,35.7357,0
6/25/2017,3,-2.9432,36.154,0
6/25/2017,4,-3.7756,35.4532,0
6/25/2017,5,6.0009,35.0242,1.425032223
6/25/2017,6,58.3654,35.0233,13.86008261
6/25/2017,7,235.8425,35.6508,55.82073588
6/25/2017,8,533.2225,36.4285,125.6882083
6/25/2017,9,693.2761,37.9612,162.0869123
6/25/2017,10,831.3082,38.9278,193.3541821
6/25/2017,11,979.9881,39.8252,226.8363755
6/25/2017,12,1009.1178,40.9213,232.196366
6/25/2017,13,987.3118,42.1075,225.7149042
6/25/2017,14,910.0777,42.9427,207.1078611
6/25/2017,15,782.3629,43.5632,177.4367763
6/25/2017,16,609.534,44.0713,137.8527428
6/25/2017,17,432.7276,43.876,97.97169228
6/25/2017,18,230.9267,43.3342,52.43935462
6/25/2017,19,45.6409,42.4977,10.41196153
6/25/2017,20,-4.5746,41.2568,0
6/25/2017,21,-4.8527,39.9028,0
6/25/2017,22,-4.687,39.135,0
6/25/2017,23,-4.5662,38.3678,0
6/26/2017,0,-4.4845,36.938,0
6/26/2017,1,-4.5297,36.145,0
6/26/2017,2,-4.5082,35.8172,0
6/26/2017,3,-4.4936,35.1148,0
6/26/2017,4,-4.4268,34.2455,0
6/26/2017,5,11.3771,32.83,2.732921634
6/26/2017,6,158.591,33.1433,38.03343239
6/26/2017,7,377.1688,34.1423,89.9819621
6/26/2017,8,588.0029,35.1012,139.5763064
6/26/2017,9,779.2973,36.1145,183.9974502
6/26/2017,10,926.7241,37.0692,217.7000019
6/26/2017,11,1032.4385,37.8977,241.4645224
6/26/2017,12,1073.741,38.867,249.8232919
6/26/2017,13,1044.2728,39.7687,241.7900104
6/26/2017,14,963.4266,40.6948,221.9556652
6/26/2017,15,834.3362,41.2497,191.6369088
6/26/2017,16,658.3217,41.4498,151.0438496
6/26/2017,17,459.6287,41.3338,105.5228209
6/26/2017,18,246.2285,40.6358,56.74465052
6/26/2017,19,50.5047,39.2743,11.72502595
6/26/2017,20,-4.4755,37.8875,0
6/26/2017,21,-4.9697,36.6145,0
6/26/2017,22,-4.6282,35.6552,0
6/26/2017,23,-4.648,34.844,0
6/27/2017,0,-4.5181,33.629,0
6/27/2017,1,-4.4136,32.727,0
6/27/2017,2,-4.3842,31.6867,0
6/27/2017,3,-4.5086,30.4547,0
6/27/2017,4,-4.8343,29.3083,0
6/27/2017,5,12.6496,28.69,3.10405372
6/27/2017,6,158.4302,29.005,38.81440881
6/27/2017,7,369.4151,30.356,89.88054091
6/27/2017,8,573.9758,31.8402,138.5863134
6/27/2017,9,751.2942,33.7038,179.6496569
6/27/2017,10,893.7425,34.728,212.5677162
6/27/2017,11,997.0962,35.682,235.960323
6/27/2017,12,1038.824,37.168,243.905487
6/27/2017,13,1026.0218,38.8415,238.7533491
6/27/2017,14,956.7356,39.789,221.4974465
6/27/2017,15,827.0818,40.5628,190.6808142
6/27/2017,16,658.056,40.662,151.6309087
6/27/2017,17,460.234,40.737,106.0051219
6/27/2017,18,241.5742,40.007,55.86191998
6/27/2017,19,43.7143,39.3783,10.14290335
6/27/2017,20,-4.8811,38.3597,0
6/27/2017,21,-4.7019,37.4383,0
6/27/2017,22,-4.5405,36.0315,0
6/27/2017,23,-4.7334,34.3588,0
6/28/2017,0,-4.5027,33.4547,0
6/28/2017,1,-4.3078,32.5955,0
6/28/2017,2,-4.4213,31.2107,0
6/28/2017,3,-4.649,30.012,0
6/28/2017,4,-4.4742,29.3808,0
6/28/2017,5,12.0479,28.8955,2.953309257
6/28/2017,6,155.4716,28.7153,38.14587046
6/28/2017,7,370.6248,29.897,90.38751294
6/28/2017,8,580.4425,31.4805,140.408678
6/28/2017,9,770.1498,32.7632,185.0639163
6/28/2017,10,919.9516,34.1332,219.4852726
6/28/2017,11,1014.6373,35.3088,240.5847088
6/28/2017,12,1048.0363,36.724,246.650103
6/28/2017,13,1027.8433,38.1065,240.1215397
6/28/2017,14,960.8258,39.4535,222.8473304
6/28/2017,15,833.4318,39.774,192.9665482
6/28/2017,16,661.2995,40.0052,152.9212109
6/28/2017,17,456.3411,39.697,105.7017186
6/28/2017,18,240.3477,39.5753,55.70800021
6/28/2017,19,45.5304,38.7098,10.60233415
6/28/2017,20,-4.4572,37.8408,0
6/28/2017,21,-5.1711,36.9435,0
6/28/2017,22,-5.1558,35.6838,0
6/28/2017,23,-4.4005,34.346,0
6/29/2017,0,-4.5192,33.3012,0
6/29/2017,1,-4.408,32.0358,0
6/29/2017,2,-4.4387,30.9917,0
6/29/2017,3,-4.8511,29.972,0
6/29/2017,4,-4.6547,28.941,0
6/29/2017,5,10.8284,28.5862,2.65855899
6/29/2017,6,153.6001,28.7588,37.67833493
6/29/2017,7,363.9722,30.193,88.63041546
6/29/2017,8,567.1887,31.9138,136.8953885
6/29/2017,9,750.2717,33.3783,179.7104233
6/29/2017,10,899.477,34.5773,214.1010487
6/29/2017,11,999.5485,35.9572,236.196809
6/29/2017,12,1040.9147,37.3257,244.1911721
